,BarId,lat,lon
0,0,40.7293891,-73.98892190000001
1,1,40.7270599,-73.98857679999998
2,2,40.728237,-73.99148629999998
3,3,40.729479600000005,-73.9872714
4,4,40.726321999999996,-73.992201
5,5,40.72901779999999,-73.9917494
6,6,40.72721809999999,-73.9940625
7,7,40.72658699999999,-73.9924731
8,8,40.7270718,-73.9919324
9,9,40.7272403,-73.99235159999998
10,10,40.729771299999996,-73.98916120000001
11,11,40.73045399999999,-73.989948
12,12,40.72831420000001,-73.988579
13,13,40.72601699999999,-73.991629
14,14,40.73237220000001,-73.9875548
15,15,40.7296403,-73.98962370000001
16,16,40.73240740000001,-73.98809770000001
17,17,40.72773000000001,-73.987792
18,18,40.7270451,-73.9881843
19,19,40.73202879999999,-73.99423349999998
20,20,40.72647429999999,-73.9834882
21,21,40.72694969999999,-73.98348
22,22,40.73030670000001,-73.9836168
23,23,40.7290841,-73.97815190000001
24,24,40.7280546,-73.9812525
25,25,40.7270921,-73.9837629
26,26,40.729904600000005,-73.98187810000002
27,27,40.72943,-73.98365
28,28,40.7271152,-73.98017929999999
29,29,40.73014149999999,-73.9807172
30,30,40.7317696,-73.9841161
31,31,40.7291222,-73.9811059
32,32,40.728287,-73.982699
33,33,40.7285356,-73.98484479999998
34,34,40.7294475,-73.9786838
35,35,40.7305745,-73.98346509999999
36,36,40.7276491,-73.9838429
37,37,40.732080100000005,-73.98373699999998
38,38,40.7298049,-73.9805954
39,39,40.7274434,-73.98521219999998
40,40,40.744223,-74.00631390000001
41,41,40.7405243,-74.0080535
42,42,40.740766,-74.008443
43,43,40.74043309999999,-74.0054753
44,44,40.73975220000001,-74.00707790000001
45,45,40.742293599999996,-74.0061245
46,46,40.743120000000005,-74.00581020000001
47,47,40.743233399999994,-74.00833990000001
48,48,40.74030589999999,-74.0075931
49,49,40.740612799999994,-74.0069163
50,50,40.74409300000001,-74.0064306
51,51,40.7406657,-74.00801329999999
52,52,40.743568700000004,-74.0032397
53,53,40.74648800000001,-74.008461
54,54,40.7408249,-74.0079698
55,55,40.7403115,-74.0055189
56,56,40.743922399999995,-74.0062324
57,57,40.740866,-74.006951
58,58,40.739633000000005,-74.00665699999998
59,59,40.7399286,-74.00580219999998
60,60,40.7141526,-74.00910640000001
61,61,40.7141109,-74.0090373
62,62,40.71435,-74.0098
63,63,40.71576030000001,-74.00868340000001
64,64,40.71649379999999,-74.00960730000001
65,65,40.71657889999999,-74.01269909999998
66,66,40.713759,-74.0082
67,67,40.7090779,-74.0114282
68,68,40.715165000000006,-74.00891920000001
69,69,40.7151158,-74.01029
70,70,40.710882,-74.00636
71,71,40.71327,-74.008043
72,72,40.71673990000001,-74.00805770000001
73,73,40.716953200000006,-74.00875049999998
74,74,40.715015,-74.015292
75,75,40.7147792,-74.00660529999998
76,76,40.7133814,-74.00849869999998
77,77,40.70986449999999,-74.00874859999998
78,78,40.717044,-74.010526
79,79,40.7150015,-74.01522179999998
80,80,40.76032319999999,-73.98856839999998
81,81,40.760804,-73.98983240000003
82,82,40.764793100000006,-73.991427
83,83,40.76088499999999,-73.9863
84,84,40.7659887,-73.9874078
85,85,40.761758,-73.98982099999998
86,86,40.76295569999999,-73.98409529999998
87,87,40.76344479999999,-73.98469990000002
88,88,40.7599972,-73.9867421
89,89,40.761612,-73.985945
90,90,40.7620599,-73.9897281
91,91,40.7623127,-73.9848901
92,92,40.7609177,-73.9874817
93,93,40.764059,-73.986953
94,94,40.7660759,-73.9866871
95,95,40.7644963,-73.98688990000001
96,96,40.76676079999999,-73.9861939
97,97,40.7609904,-73.9904652
98,98,40.7607825,-73.99003189999998
99,99,40.76127290000001,-73.98707270000001
100,100,40.7217239,-73.9571722
101,101,40.718471,-73.96001899999999
102,102,40.7172725,-73.9551066
103,103,40.7197823,-73.9600401
104,104,40.7218813,-73.95739470000001
105,105,40.7167278,-73.9612303
106,106,40.7191281,-73.96173990000001
107,107,40.7166436,-73.9613366
108,108,40.7194598,-73.9555812
109,109,40.71820580000001,-73.9574927
110,110,40.71972279999999,-73.9580217
111,111,40.721140399999996,-73.95696070000001
112,112,40.71697289999999,-73.95910450000001
113,113,40.720011,-73.955547
114,114,40.7197198,-73.9575339
115,115,40.722024299999994,-73.95807049999998
116,116,40.71960120000001,-73.96081769999998
117,117,40.71836629999999,-73.95732989999998
118,118,40.719460299999994,-73.96074519999998
119,119,40.719656799999996,-73.9559515
120,120,40.713685700000006,-73.99718659999998
121,121,40.714368,-73.99821700000001
122,122,40.714458,-73.99825899999998
123,123,40.71244,-73.994113
124,124,40.7148408,-73.99940670000001
125,125,40.715641,-73.99685699999998
126,126,40.714511200000004,-73.99803890000001
127,127,40.714951000000006,-73.99792479999998
128,128,40.7139007,-73.99705569999998
129,129,40.7133779,-73.99634300000001
130,130,40.713916299999994,-73.9968769
131,131,40.7142049,-73.99789150000001
132,132,40.7143302,-73.9980357
133,133,40.7145986,-73.9994047
134,134,40.715298,-73.9989571
135,135,40.787302399999994,-73.9515559
136,136,40.784104000000006,-73.95045400000001
137,137,40.783851,-73.949892
138,138,40.787287,-73.952823
139,139,40.78360499999999,-73.947349
140,140,40.782812,-73.95133100000001
141,141,40.783614,-73.95088799999998
142,142,40.78732979999999,-73.951583
143,143,40.786764,-73.95064599999998
144,144,40.789228,-73.948695
145,145,40.78377709999999,-73.9507208
146,146,40.7814482,-73.9485936
147,147,40.78354029999999,-73.95090030000001
148,148,40.7714959,-73.98266729999999
149,149,40.77451629999999,-73.9803005
150,150,40.771131700000005,-73.9830439
151,151,40.77150820000001,-73.9827085
152,152,40.77172019999999,-73.9816842
153,153,40.777425,-73.9831099
154,154,40.7715807,-73.9811807
155,155,40.771614899999996,-73.98177209999999
157,157,40.7728238,-73.9814468
158,158,40.773436700000005,-73.98367940000001
159,159,40.774800799999994,-73.9803116
160,160,40.77632759999999,-73.97921579999998
161,161,40.7780438,-73.9809787
162,162,40.7775486,-73.98172530000001
163,163,40.776209400000006,-73.97926749999998
164,164,40.77631289999999,-73.9830566
165,165,40.7760977,-73.9793291
166,166,40.7775282,-73.9817228
167,167,40.77780129999999,-73.9856818
168,168,40.71792840000001,-73.9901252
169,169,40.718558,-73.989333
170,170,40.717948,-73.99045199999998
171,171,40.719565700000004,-73.99503949999998
172,172,40.72060150000001,-73.9928199
173,173,40.71961159999999,-73.990573
174,174,40.7217244,-73.99321239999998
175,175,40.7184,-73.98897149999998
176,176,40.715278999999995,-73.99194399999999
177,177,40.72244409999999,-73.98998470000002
178,178,40.72261020000001,-73.99516990000001
179,179,40.7196423,-73.987809
180,180,40.72114549999999,-73.9968422
181,181,40.718659,-73.99035400000001
182,182,40.721025,-73.98769200000001
183,183,40.721324700000004,-73.9942801
184,184,40.71839,-73.989891
185,185,40.717801,-73.98984999999998
186,186,40.7211359,-73.98812120000001
187,187,40.721267,-73.992847
188,188,40.680121500000006,-73.97430250000001
189,189,40.6798925,-73.9741203
190,190,40.68017700000001,-73.9749578
191,191,40.674734,-73.975758
192,192,40.679387,-73.97378420000001
193,193,40.6782261,-73.96848359999998
194,194,40.67493579999999,-73.97529909999999
195,195,40.677059,-73.9720875
196,196,40.679033600000004,-73.97356119999998
197,197,40.6751674,-73.97468289999998
198,198,40.67989559999999,-73.97407240000001
199,199,40.68043999999999,-73.97440600000002
200,200,40.6780491,-73.9683922
201,201,40.67792929999999,-73.9792599
202,202,40.681172,-73.9756434
203,203,40.677897200000004,-73.9796495
204,204,40.6778453,-73.97264779999998
205,205,40.6749687,-73.97597809999998
206,206,40.6802496,-73.97497829999999
207,207,40.6809842,-73.97457209999999
208,208,40.80557599999999,-73.94179150000001
209,209,40.798739000000005,-73.96826999999998
210,210,40.801125799999994,-73.9681923
211,211,40.803391,-73.963921
212,212,40.804465,-73.966045
213,213,40.80229769999999,-73.9683426
214,214,40.80215400000001,-73.96405399999998
215,215,40.8000562,-73.9684479
216,216,40.8006579,-73.96584250000001
217,217,40.7987994,-73.96434620000001
218,218,40.8032289,-73.9639598
219,219,40.80366799999999,-73.96374200000001
220,220,40.80151499999999,-73.964727
221,221,40.797940600000004,-73.96907540000001
222,222,40.8025791,-73.9644394
223,223,40.7993692,-73.96877520000002
224,224,40.805167,-73.9663121
225,225,40.80009760000001,-73.9662705
226,226,40.8009753,-73.9676468
227,227,40.8022031,-73.96470079999999
228,228,40.80282799999999,-73.968058
232,232,40.713883,-73.956474
233,233,40.714268700000005,-73.96166459999998
235,235,40.7142811,-73.95601270000002
240,240,40.7139371,-73.95586309999999
241,241,40.713128000000005,-73.957452
242,242,40.71438920000001,-73.95797019999998
243,243,40.7136831,-73.9621056
244,244,40.713854,-73.96186479999999
245,245,40.71290219999999,-73.95754819999998
246,246,40.715618,-73.96475600000001
248,248,40.713064700000004,-73.9590199
249,249,40.75240170000001,-73.99351850000001
250,250,40.751379,-73.992971
251,251,40.7506213,-73.99346969999998
252,252,40.75020429999999,-73.99042790000001
253,253,40.7484662,-73.9868662
254,254,40.74996599999999,-73.98986599999998
255,255,40.747716,-73.99338900000001
256,256,40.74978529999999,-73.9862035
257,257,40.74992350000001,-73.99425740000001
258,258,40.750412,-73.986798
259,259,40.752356,-73.9901802
260,260,40.748766700000004,-73.99201059999999
261,261,40.7483605,-73.9907657
262,262,40.747575399999995,-73.9888606
263,263,40.7499396,-73.9948855
264,264,40.75244910000001,-73.98719609999998
265,265,40.7535083,-73.9922588
266,266,40.7502565,-73.98636450000001
267,267,40.75150169999999,-73.99345229999999
268,268,40.7479933,-73.9858567
269,269,40.706708,-74.008923
270,270,40.707899700000006,-74.0102563
272,272,40.7082349,-74.0049829
273,273,40.7071693,-74.00192259999999
274,274,40.7050604,-74.00865979999998
275,275,40.707270799999996,-74.00158689999998
276,276,40.70523190000001,-74.00842999999998
277,277,40.70824289999999,-74.0017165
278,278,40.70777199999999,-74.00215
279,279,40.706006,-74.004161
280,280,40.707086,-74.002481
281,281,40.70752290000001,-74.0072429
282,282,40.7076363,-74.0075839
283,283,40.70712279999999,-74.00777149999998
284,284,40.7058234,-74.0075586
285,285,40.7078815,-74.00712879999998
286,286,40.708014,-74.00506299999998
288,288,40.710733000000005,-74.0068074
299,299,40.7764593,-73.97925190000001
301,301,40.776683399999996,-73.9789486
302,302,40.77649390000001,-73.97897859999998
305,305,40.77710549999999,-73.97844769999998
308,308,40.7781966,-73.9788258
309,309,40.7120659,-73.9510463
310,310,40.7114223,-73.9510458
311,311,40.7111119,-73.94831040000001
312,312,40.7114524,-73.94783709999999
313,313,40.7121195,-73.9438486
314,314,40.71080809999999,-73.95081090000001
315,315,40.7136216,-73.9495523
316,316,40.7082358,-73.9431847
317,317,40.70749179999999,-73.94276649999998
318,318,40.71109200000001,-73.94745
319,319,40.7114786,-73.9431311
320,320,40.7139843,-73.94888809999998
321,321,40.711779799999995,-73.95153789999998
322,322,40.71295020000001,-73.9444237
323,323,40.7111202,-73.95068559999999
324,324,40.711130299999994,-73.95136959999998
325,325,40.7115567,-73.9460505
326,326,40.71147089999999,-73.94764169999998
327,327,40.7113501,-73.9492908
328,328,40.71388870000001,-73.9495218
329,329,40.7657089,-73.9692386
330,330,40.7645507,-73.969144
331,331,40.76266400000001,-73.97143419999998
332,332,40.76482000000001,-73.975335
333,333,40.7628936,-73.97142769999998
334,334,40.7644078,-73.9692112
335,335,40.764138900000006,-73.97033569999998
336,336,40.7658815,-73.96932919999998
337,337,40.764576,-73.974486
338,338,40.76440470000001,-73.9716329
339,339,40.76444199999999,-73.96708300000002
340,340,40.763319,-73.968502
341,341,40.764393,-73.9726358
342,342,40.76476719999999,-73.96985190000001
343,343,40.764144099999996,-73.97027
344,344,40.765321899999996,-73.976299
345,345,40.76663689999999,-73.9683848
346,346,40.765793,-73.97007400000003
347,347,40.76386249999999,-73.9672812
348,348,40.764220200000004,-73.9742747
349,349,40.7649588,-73.98287429999998
350,350,40.7640969,-73.98307609999998
351,351,40.7654454,-73.9805358
352,352,40.7615691,-73.98180479999998
355,355,40.76536790000001,-73.9842213
356,356,40.761896,-73.983525
357,357,40.761132700000005,-73.9829467
360,360,40.764249099999994,-73.98322689999998
362,362,40.7632617,-73.98135649999998
363,363,40.762545,-73.98248199999998
366,366,40.7611053,-73.9825075
368,368,40.7636293,-73.98103490000001
369,369,40.726232,-74.0060077
370,370,40.730118,-74.005045
371,371,40.72584440000001,-74.00949229999998
372,372,40.72871529999999,-74.00457800000001
373,373,40.727247,-74.00753900000001
374,374,40.730201,-74.003686
375,375,40.7293723,-74.0041815
376,376,40.730384,-74.00655400000001
377,377,40.7310468,-74.00649130000002
378,378,40.728801000000004,-74.004719
379,379,40.729961100000004,-74.0042313
380,380,40.727729,-74.00290600000001
381,381,40.7326247,-74.0097598
382,382,40.7260206,-74.00846899999998
383,383,40.7297538,-74.00461159999998
384,384,40.726461900000004,-74.0069797
385,385,40.730379600000006,-74.00420290000001
386,386,40.7309582,-74.0040978
387,387,40.7252839,-74.0054981
388,388,40.724847,-74.007311
395,395,40.753679,-73.995735
397,397,40.755094299999996,-73.9928341
402,402,40.754069,-73.99126899999999
404,404,40.753839,-73.99204
405,405,40.7536713,-73.9954923
406,406,40.7499963,-73.99537649999998
407,407,40.75305939999999,-73.9968647
408,408,40.748333,-73.992987
409,409,40.795564,-73.93596600000001
410,410,40.795939000000004,-73.935703
411,411,40.796213200000004,-73.93506740000001
412,412,40.796288800000006,-73.9371793
413,413,40.7956195,-73.9319355
414,414,40.798511,-73.93883300000002
415,415,40.7975926,-73.9387955
416,416,40.796422,-73.935675
417,417,40.796282,-73.93658409999998
418,418,40.797267100000006,-73.93779599999998
419,419,40.796602,-73.93231999999998
420,420,40.7154302,-74.0154465
423,423,40.708575,-74.013487
425,425,40.708029999999994,-74.01486899999998
426,426,40.709363,-74.01418050000001
427,427,40.709204,-74.01358499999998
428,428,40.710254,-74.016566
429,429,40.7111618,-74.0103057
430,430,40.71509330000001,-74.0156372
431,431,40.71026649999999,-74.01654649999999
432,432,40.71400379999999,-74.0150122
433,433,40.710289,-74.01229000000001
434,434,40.714478,-74.01602109999999
435,435,40.71011439999999,-74.0117563
436,436,40.708377299999995,-74.01404660000001
437,437,40.707512,-74.01339200000001
438,438,40.707777899999996,-74.013832
439,439,40.71143049999999,-74.0163079
441,441,40.7188899,-73.9453515
443,443,40.71475239999999,-73.94343529999998
448,448,40.714966,-73.944153
449,449,40.713488500000004,-73.94156760000001
450,450,40.7148836,-73.9447022
451,451,40.71480200000001,-73.9415801
453,453,40.718326,-73.944699
454,454,40.7172162,-73.94498860000002
456,456,40.714372,-73.948013
457,457,40.711414000000005,-73.94552359999999
458,458,40.71398,-73.944457
460,460,40.785216999999996,-73.972842
461,461,40.7855246,-73.97267190000001
462,462,40.78320199999999,-73.97488100000001
463,463,40.78450890000001,-73.9738387
464,464,40.78097400000001,-73.97646499999998
465,465,40.780233,-73.9758078
466,466,40.7843419,-73.9734658
467,467,40.784888200000005,-73.9727989
468,468,40.785307,-73.97267200000002
469,469,40.783060299999995,-73.9712488
470,470,40.730894299999996,-74.00070300000002
471,471,40.7314,-74.002382
472,472,40.7296714,-73.9989913
473,473,40.73254800000001,-74.0026278
474,474,40.73135499999999,-74.00065040000001
475,475,40.732767200000005,-74.00294709999999
476,476,40.7265328,-74.0021536
477,477,40.73193870000001,-74.00156080000001
478,478,40.733638299999996,-74.00332490000001
479,479,40.7279895,-74.00021819999998
480,480,40.7312567,-74.00236890000001
481,481,40.73379680000001,-74.002394
482,482,40.7288849,-74.00186190000001
484,484,40.73008400000001,-74.0005579
485,485,40.73186330000001,-74.00323670000002
486,486,40.7295454,-73.999516
487,487,40.7307676,-74.00097819999998
488,488,40.729352,-73.9983558
489,489,40.73270050000001,-74.0043166
490,490,40.6864662,-73.9852196
491,491,40.685910699999994,-73.9816026
492,492,40.6871891,-73.98621690000002
493,493,40.6852458,-73.9809631
494,494,40.6856352,-73.9818993
495,495,40.687334,-73.9901854
496,496,40.687971399999995,-73.9867095
497,497,40.68584659999999,-73.9885413
498,498,40.68863320000001,-73.98967640000001
499,499,40.6920369,-73.9866262
500,500,40.6912433,-73.984256
501,501,40.6890808,-73.9808536
502,502,40.6889121,-73.9887719
503,503,40.6882175,-73.98651269999998
504,504,40.68662339999999,-73.9851595
505,505,40.69087589999999,-73.9828655
506,506,40.6914878,-73.98465050000001
507,507,40.685779700000005,-73.98128009999998
508,508,40.687779,-73.97885099999998
509,509,40.6878154,-73.97882480000001
510,510,40.768449600000004,-73.95586180000001
511,511,40.770049,-73.959874
512,512,40.771057,-73.959335
513,513,40.76976749999999,-73.95433059999998
514,514,40.7712122,-73.9563677
515,515,40.772198100000004,-73.96064799999998
516,516,40.7692185,-73.9628225
517,517,40.769396,-73.955184
518,518,40.7711482,-73.95619509999999
519,519,40.771129499999994,-73.95642649999998
520,520,40.769803,-73.95792800000001
521,521,40.7710336,-73.9619506
522,522,40.7661707,-73.9556642
523,523,40.7686334,-73.95561359999998
524,524,40.7678058,-73.9593676
525,525,40.76881099999999,-73.954818
526,526,40.768276,-73.955384
527,527,40.768123200000005,-73.9554881
528,528,40.7688903,-73.9555434
529,529,40.770905,-73.95772199999998
530,530,40.7556763,-73.98187229999998
531,531,40.757282200000006,-73.983625
532,532,40.75558100000001,-73.982226
533,533,40.755551000000004,-73.989597
534,534,40.75692949999999,-73.98657949999998
535,535,40.755587,-73.98752999999998
536,536,40.756426899999994,-73.9888338
537,537,40.756421,-73.98428899999998
538,538,40.755633,-73.985258
539,539,40.75697329999999,-73.9887825
540,540,40.75548199999999,-73.987147
541,541,40.7589876,-73.9863247
542,542,40.7583364,-73.98415909999999
543,543,40.75289620000001,-73.9837762
544,544,40.757732,-73.987218
545,545,40.7574092,-73.98374090000002
546,546,40.753736700000005,-73.98577639999998
547,547,40.7559406,-73.98211169999998
549,549,40.755821600000004,-73.98945429999998
553,553,40.7248676,-74.00217070000001
554,554,40.7235659,-74.00300190000002
557,557,40.7265737,-73.99990340000001
559,559,40.72755739999999,-74.00057939999998
560,560,40.725309,-74.003843
562,562,40.7254995,-74.00306270000002
564,564,40.72736810000001,-74.0002463
565,565,40.72657529999999,-73.9998614
566,566,40.727391,-74.00039699999998
568,568,40.7298765,-74.00074690000001
569,569,40.72725140000001,-74.000105
570,570,40.7354027,-74.00313440000001
571,571,40.735879,-74.00046499999998
572,572,40.73908300000001,-74.00141500000001
573,573,40.73559079999999,-74.00666149999998
576,576,40.736030299999996,-74.00168649999998
577,577,40.736113200000005,-74.0006819
578,578,40.734295,-74.00269200000001
581,581,40.735596,-74.000357
582,582,40.73531699999999,-74.00142819999998
584,584,40.73821389999999,-74.00429799999998
586,586,40.73404,-74.00317
587,587,40.73771569999999,-74.00805319999998
588,588,40.7372515,-73.9991585
589,589,40.7347641,-74.0024128
594,594,40.745181099999996,-73.99258030000001
595,595,40.74559,-73.998525
597,597,40.744594,-73.998305
598,598,40.745325,-73.997813
600,600,40.7502925,-73.99832679999999
601,601,40.7455199,-73.99375699999999
602,602,40.74534239999999,-73.99901650000001
603,603,40.744721999999996,-73.993641
604,604,40.74411600000001,-73.99620399999998
605,605,40.7493213,-73.99402579999999
607,607,40.7446245,-73.9993703
608,608,40.74878560000001,-73.99454469999998
609,609,40.749672499999996,-73.99497059999999
610,610,40.78077599999999,-73.949401
611,611,40.78186549999999,-73.95210290000001
613,613,40.7791584,-73.95396140000001
614,614,40.779262200000005,-73.9504929
615,615,40.779478499999996,-73.9498636
617,617,40.777291,-73.94884499999998
618,618,40.77735139999999,-73.95092559999998
619,619,40.780985,-73.9490163
620,620,40.7774408,-73.951729
622,622,40.78226799999999,-73.95335200000002
624,624,40.7802371,-73.9548923
625,625,40.77941399999999,-73.950262
627,627,40.7808785,-73.9475908
628,628,40.7802711,-73.95267209999999
629,629,40.7773637,-73.9510947
630,630,40.7399782,-73.99321549999998
631,631,40.74208699999999,-73.989634
632,632,40.742975,-73.98927599999998
633,633,40.74027210000001,-73.99372340000001
634,634,40.74107300000001,-73.99293
635,635,40.7415426,-73.99298379999998
636,636,40.741163,-73.99210599999998
638,638,40.740097999999996,-73.992403
639,639,40.7423769,-73.992369
640,640,40.74118170000001,-73.99319539999998
641,641,40.738201000000004,-73.990605
642,642,40.744143900000005,-73.9895597
643,643,40.7396323,-73.9898139
645,645,40.74003,-73.99308959999998
646,646,40.744037899999995,-73.98921690000002
647,647,40.7418585,-74.00004320000001
648,648,40.740942600000004,-73.9907772
649,649,40.7410042,-73.992897
650,650,40.7458198,-73.988434
653,653,40.7466224,-73.98197429999998
654,654,40.74921499999999,-73.9830259
655,655,40.74746390000001,-73.98656609999999
656,656,40.749453900000006,-73.9827447
657,657,40.7444881,-73.9855929
658,658,40.7500611,-73.9821584
659,659,40.7473489,-73.9842584
660,660,40.744268,-73.98400140000001
662,662,40.74519,-73.984151
663,663,40.7449259,-73.9837766
664,664,40.7467876,-73.984884
665,665,40.7500716,-73.9847181
666,666,40.747040000000005,-73.986859
667,667,40.745975099999995,-73.9829183
668,668,40.7449729,-73.98318119999998
669,669,40.747735,-73.98621
670,670,40.73774160000001,-73.98961469999998
673,673,40.7384555,-73.98850639999998
674,674,40.7379803,-73.98928409999998
676,676,40.73763050000001,-73.9910787
677,677,40.73777020000001,-73.9878767
679,679,40.734207,-73.99369899999998
680,680,40.734666,-73.98876709999998
681,681,40.73433099999999,-73.992137
682,682,40.734728999999994,-73.99189399999999
684,684,40.73762019999999,-73.9891641
686,686,40.7364067,-73.99218859999998
687,687,40.7364727,-73.9910395
689,689,40.7350748,-73.99314129999998
700,700,40.714958700000004,-74.0082747
703,703,40.709097,-74.004628
704,704,40.71327029999999,-74.0080433
705,705,40.711275,-74.006845
706,706,40.711195999999994,-74.00690200000003
707,707,40.71242999999999,-74.00835459999998
708,708,40.7145751,-74.0075586
709,709,40.7131807,-74.0088573
710,710,40.7793255,-73.9776132
711,711,40.7796366,-73.9777173
717,717,40.7774702,-73.9785151
718,718,40.77775509999999,-73.9789887
719,719,40.779715,-73.977508
720,720,40.778614000000005,-73.97819890000001
721,721,40.7785377,-73.97822590000001
722,722,40.77702490000001,-73.97845749999998
723,723,40.72254309999999,-73.98296839999998
724,724,40.7238208,-73.9788238
